EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
3441,Medium,Very High,Bad
3442,Medium,Medium,Better
3443,High,Medium,Better
3444,Low,High,Good
3445,Low,Low,Better
3446,High,High,Better
3447,Very High,Medium,Better
3448,High,High,Better
3449,Medium,High,Good
3450,Very High,Medium,Good
3451,High,Low,Good
3452,Low,High,Better
3453,Very High,Very High,Better
3454,High,High,Better
3455,Low,High,Better
3456,Very High,Very High,Good
3457,High,Low,Best
3458,High,Very High,Better
3459,Very High,Very High,Better
3460,High,Low,Good
3461,Very High,Low,Better
3462,Low,High,Best
3463,Medium,Low,Good
3464,Low,Low,Better
3465,High,Low,Good
3466,Medium,High,Better
3467,High,High,Good
3468,Low,Very High,Better
3469,Low,High,Better
3470,Very High,Medium,Better
3471,High,High,Best
3472,Medium,Low,Better
3473,Very High,Very High,Better
3474,Very High,Low,Better
3475,Low,High,Better
3476,Low,High,Good
3477,Low,Very High,Good
3478,Very High,Very High,Better
3479,Very High,Very High,Best
3480,Low,High,Good
3481,Low,Medium,Better
3482,Very High,Low,Better
3483,Low,Medium,Better
3484,Very High,High,Better
3485,Very High,Medium,Better
3486,High,Very High,Better
3487,Low,Very High,Good
3488,Medium,High,Better
3489,Medium,Medium,Better
3490,High,High,Better
3491,High,Very High,Better
3492,Very High,Medium,Good
3493,Low,High,Better
3494,Very High,Medium,Better
3495,High,Low,Better
3496,Low,Very High,Better
3497,High,High,Best
3498,Very High,Medium,Best
3499,High,Medium,Good
3500,Low,Very High,Better
3501,High,Very High,Better
3502,Low,Medium,Bad
3503,Very High,Very High,Better
3504,Very High,Medium,Better
3505,Very High,High,Good
3506,Very High,Medium,Good
3507,Medium,Very High,Better
3508,Medium,Very High,Good
3509,High,High,Best
3510,High,High,Better
3511,High,High,Better
3512,Low,Low,Better
3513,Medium,Very High,Better
3514,High,High,Good
3515,High,Very High,Better
3516,Very High,High,Better
3517,Medium,High,Good
3518,High,High,Bad
3519,Very High,Low,Bad
3520,Medium,High,Good
3521,High,Low,Good
3522,Medium,Low,Best
3523,Very High,High,Better
3524,Very High,Medium,Better
3525,High,Very High,Good
3526,Low,Very High,Better
3527,High,NA,Better
3528,High,Very High,Bad
3529,High,Medium,Best
3530,Very High,Low,Better
3531,Very High,Very High,Best
3532,Low,High,Good
3533,High,Low,Better
3534,Very High,Low,Better
3535,NA,Very High,Better
3536,High,Low,Better
3537,Low,High,Good
3538,Very High,Very High,Good
3539,Low,High,Good
3540,High,High,Better
3541,Very High,High,Better
3542,Medium,Very High,Good
3543,High,Very High,Better
3544,High,Low,Better
3545,Very High,High,Better
3546,Medium,High,Better
3547,Low,Low,Bad
3548,High,Low,Better
3549,Medium,Medium,Better
3550,Very High,Low,Better
3551,Very High,Low,Better
3552,Very High,Medium,Better
3553,High,Low,Better
3554,Very High,Medium,Bad
3555,Medium,High,Good
3556,High,High,Better
3557,High,High,Good
3558,Very High,Very High,Better
3559,High,Very High,Better
3560,Very High,Very High,Good
3561,Very High,Low,Best
3562,Medium,Very High,Better
3563,High,Medium,Better
3564,Very High,High,Better
3565,High,Low,Better
3566,Low,Very High,Better
3567,Medium,Medium,Best
3568,High,Very High,Better
3569,Very High,Medium,Better
3570,Low,Low,Better
3571,High,Very High,Good
3572,Low,Low,Good
3573,Very High,High,Bad
3574,Low,Very High,Better
3575,Low,Medium,Best
3576,Low,Very High,Better
3577,Very High,Very High,Better
3578,High,Low,Good
3579,High,Low,Better
3580,High,Very High,Better
3581,High,Very High,Better
3582,Low,High,Best
3583,High,Medium,Good
3584,Very High,Medium,Good
3585,Low,High,Better
3586,High,Very High,Better
3587,Very High,Very High,Best
3588,Very High,Very High,Good
3589,High,High,Good
3590,Medium,Medium,Better
3591,Very High,High,Better
3592,Medium,Very High,Better
3593,Very High,High,Better
3594,High,Very High,Better
3595,High,Very High,Good
3596,Low,Medium,Better
3597,Very High,Medium,Better
3598,Low,High,Bad
3599,Very High,Medium,Better
3600,High,Low,Better
3601,Very High,Medium,Good
3602,Very High,Very High,Good
3603,High,Medium,Best
3604,Very High,High,Good
3605,High,Low,Good
3606,High,Medium,Best
3607,High,High,Better
3608,Medium,Medium,Better
3609,Very High,Very High,Best
3610,High,Medium,Better
3611,Low,Very High,Better
3612,Very High,Very High,Better
3613,Medium,High,Good
3614,High,High,Better
3615,Medium,High,Better
3616,Very High,Low,Good
3617,Very High,Medium,Good
3618,High,Very High,Best
3619,Medium,Medium,Better
3620,High,Medium,Better
3621,Low,High,Better
3622,Very High,High,Better
3623,High,Low,Better
3624,Low,Very High,Better
3625,Very High,High,Better
3626,Very High,Low,Best
3627,High,Very High,Better
3628,Very High,Low,Better
3629,Very High,Medium,Better
3630,Medium,Medium,Good
3631,Medium,Low,Better
3632,Low,High,Better
3633,Very High,High,Good
3634,High,Medium,Better
3635,Very High,Medium,Best
3636,Low,Low,Best
3637,High,High,Good
3638,Very High,High,Better
3639,Very High,Medium,Better
3640,High,High,Better
3641,Very High,Very High,Good
3642,High,Very High,Better
3643,High,Low,Better
3644,High,High,Better
3645,High,Medium,Better
3646,Medium,Low,Better
3647,High,Low,Best
3648,Very High,Very High,Good
3649,High,Low,Good
3650,Medium,Medium,Better
3651,Low,Low,Good
3652,Very High,Very High,Better
3653,High,Very High,Better
3654,Very High,Medium,Good
3655,Very High,Very High,NA
3656,Very High,Very High,Better
3657,Very High,Very High,Better
3658,Low,High,Good
3659,Very High,Medium,Better
3660,Low,High,Better
3661,Medium,High,Better
3662,Medium,High,Better
3663,High,Very High,Best
3664,Very High,High,Good
3665,Very High,High,Better
3666,High,Very High,Best
3667,High,Low,Better
3668,Very High,High,Good
3669,Low,Very High,Best
3670,Medium,Medium,Better
3671,Very High,Very High,Good
3672,High,High,Better
3673,Medium,Very High,Best
3674,High,Medium,Good
3675,High,High,Better
3676,Low,High,Good
3677,Very High,High,Good
3678,Low,High,Bad
3679,Very High,Very High,Better
3680,Very High,High,Better
3681,Low,Very High,Better
3682,NA,Low,Better
3683,High,Low,Bad
3684,Low,High,Better
3685,High,Very High,Better
3686,Low,Very High,Good
3687,High,Low,Better
3688,Medium,Low,Good
3689,Low,Low,Better
3690,High,Very High,Better
3691,Very High,Very High,Good
3692,Very High,Low,Better
3693,Medium,Very High,Best
3694,Low,Medium,Better
3695,Medium,High,Better
3696,Very High,Low,Better
3697,Low,Medium,Best
3698,Very High,Low,Better
3699,Low,Medium,Best
3700,Medium,Low,Best
3701,Low,Very High,Good
3702,High,Low,Good
3703,Low,Very High,Good
3704,Low,Low,Better
3705,High,High,Bad
3706,Low,Low,Best
3707,Low,High,Best
3708,Very High,High,Better
3709,Very High,Very High,Good
3710,Very High,Medium,Good
3711,Medium,High,Good
3712,High,High,Best
3713,Low,Very High,Better
3714,Low,Very High,Best
3715,Low,Low,Best
3716,High,Medium,Better
3717,Medium,Low,Better
3718,Very High,Medium,Better
3719,Medium,Very High,Bad
3720,Medium,Very High,Best
3721,High,Low,Better
3722,Low,High,Better
3723,Very High,Medium,Better
3724,Very High,Low,Better
3725,High,High,Better
3726,Very High,Medium,Good
3727,Low,High,Good
3728,High,High,Best
3729,Very High,Medium,Good
3730,Very High,Low,Better
3731,Very High,Low,Better
3732,Very High,High,Good
3733,Low,Very High,Better
3734,Low,High,Good
3735,High,High,Good
3736,Medium,High,Good
3737,High,Medium,Better
3738,Medium,Low,Good
3739,Low,High,Best
3740,Low,Medium,Bad
3741,Low,Medium,Best
3742,Very High,High,Better
3743,Medium,Low,Good
3744,Very High,Medium,Better
3745,Medium,High,Good
3746,High,High,Better
3747,High,High,Best
3748,Very High,High,Better
3749,Low,Medium,Better
3750,High,High,Good
3751,High,Low,Good
3752,Low,High,Bad
3753,High,Low,Better
3754,High,Low,Better
3755,Very High,Medium,Better
3756,High,Medium,Good
3757,Very High,High,Better
3758,High,Very High,Best
3759,Medium,Very High,Better
3760,Low,Low,Bad
3761,Very High,Low,Best
3762,Medium,Medium,Better
3763,High,Medium,Best
3764,Very High,Medium,Bad
3765,Low,High,Better
3766,Very High,Low,Bad
3767,Very High,High,Better
3768,Very High,High,Bad
3769,High,Very High,Better
3770,Medium,High,Better
3771,High,Medium,Better
3772,Low,Very High,Better
3773,High,Low,Better
3774,Very High,Medium,Better
3775,Very High,Very High,Better
3776,Very High,Very High,Bad
3777,Low,Low,Best
3778,Medium,High,Better
3779,High,NA,Better
3780,High,Low,Better
3781,Very High,Very High,Better
3782,Low,Medium,Better
3783,Medium,High,Better
3784,Very High,Medium,Better
3785,High,Very High,Good
3786,High,High,Better
3787,High,High,Good
3788,Low,Low,Bad
3789,Medium,Low,Better
3790,High,High,Better
3791,Very High,Low,Better
3792,High,Medium,Better
3793,Low,Low,Better
3794,High,Very High,Better
3795,High,Medium,Better
3796,Very High,Low,Good
3797,High,Low,Good
3798,Low,Very High,Bad
3799,High,Very High,Better
3800,Medium,Very High,Good
3801,Low,Very High,Better
3802,High,Medium,Better
3803,Medium,Medium,Best
3804,Medium,High,Better
3805,Medium,Low,Better
3806,Low,High,Better
3807,Very High,High,Better
3808,Low,Very High,Best
3809,High,High,Better
3810,Very High,High,Better
3811,Low,Low,Better
3812,Very High,Very High,Better
3813,Medium,High,Good
3814,Very High,High,Good
3815,Very High,Low,Better
3816,Very High,Medium,Better
3817,High,Very High,Good
3818,Very High,Low,Bad
3819,High,Medium,Better
3820,Medium,High,Good
3821,Medium,High,Better
3822,Medium,Very High,Better
3823,Medium,Very High,Good
3824,Medium,Medium,Good
3825,High,Low,Better
3826,Low,Low,Better
3827,Very High,Low,Better
3828,High,High,Better
3829,High,Very High,Better
3830,High,Low,Good
3831,Medium,Low,Better
3832,Very High,Low,Better
3833,Medium,Low,Better
3834,Medium,Low,Good
3835,High,Very High,Better
3836,Medium,Very High,Best
3837,Very High,High,Better
3838,High,High,Better
3839,Low,High,Better
3840,High,High,Better
3841,High,High,Good
3842,Low,High,Bad
3843,Very High,Very High,Better
3844,Very High,High,Best
3845,Very High,Low,Better
3846,Medium,Medium,Bad
3847,High,Very High,Good
3848,Low,Very High,Better
3849,High,Very High,Better
3850,Low,Very High,Good
3851,Low,Very High,Better
3852,Medium,High,Better
3853,Very High,Very High,Good
3854,Low,Low,Bad
3855,High,High,Better
3856,Medium,Low,Better
3857,Very High,High,Better
3858,Very High,Medium,Better
3859,Low,Medium,Better
3860,Very High,Low,Better
3861,High,High,Better
3862,Very High,Medium,Better
3863,Low,Medium,Better
3864,High,High,Better
3865,Very High,High,Better
3866,Very High,Low,Better
3867,Medium,High,Better
3868,High,High,Better
3869,Very High,Very High,Best
3870,Very High,Very High,Best
3871,Low,Medium,Good
3872,Very High,Very High,Better
3873,Very High,Medium,Good
3874,Low,Very High,Better
3875,Very High,Low,Good
3876,Very High,Medium,Better
3877,Medium,Medium,Better
3878,High,High,Better
3879,Very High,High,Better
3880,Very High,Low,Better
3881,High,Very High,Better
3882,Low,High,Good
3883,High,Very High,Better
3884,Very High,High,Better
3885,Very High,High,Good
3886,Medium,Very High,NA
3887,Very High,High,Better
3888,Very High,Medium,Better
3889,Very High,Very High,Better
3890,Low,Medium,Better
3891,Medium,Very High,Best
3892,High,Very High,Best
3893,Medium,Medium,Better
3894,High,Very High,Good
3895,Medium,Very High,Better
3896,High,Very High,Better
3897,High,Very High,Better
3898,Low,Very High,Best
3899,Very High,Very High,Better
3900,High,High,Better
3901,Very High,High,Better
3902,Very High,High,Better
3903,High,Very High,Good
3904,High,High,Good
3905,Very High,High,Better
3906,High,High,Bad
3907,Very High,High,Best
3908,Very High,Medium,Better
3909,Low,High,Good
3910,Medium,High,Best
3911,High,Medium,Better
3912,Medium,Low,Better
3913,Medium,Low,Best
3914,High,Medium,Better
3915,Very High,High,Better
3916,Medium,Very High,Good
3917,High,Medium,Bad
3918,High,Very High,Good
3919,Medium,Low,Better
3920,Low,Medium,Better
3921,High,Medium,Bad
3922,Very High,Very High,Good
3923,Very High,Very High,Better
3924,Very High,High,Bad
3925,Medium,Medium,Good
3926,High,High,Best
3927,Very High,Low,Better
3928,Low,Very High,Better
3929,High,Very High,Good
3930,Low,High,Better
3931,High,Very High,Good
3932,Medium,Medium,Better
3933,Very High,High,Best
3934,High,Low,Better
3935,Very High,Very High,Better
3936,Very High,Medium,Good
3937,Very High,Very High,Best
3938,Low,Low,Good
3939,High,Medium,Good
3940,Low,High,Better
3941,Very High,Low,Better
3942,High,High,Better
3943,Medium,Medium,Better
3944,Medium,Very High,Better
3945,High,High,Better
3946,Medium,Medium,Good
3947,High,Low,Better
3948,Very High,Medium,Good
3949,High,Low,Better
3950,Very High,High,Better
3951,Low,High,Good
3952,Medium,Very High,Better
3953,Very High,Very High,Better
3954,Medium,Medium,Better
3955,Very High,High,Better
3956,High,Low,Better
3957,Low,Very High,Better
3958,Low,High,Better
3959,Medium,Medium,Better
3960,High,Very High,Better
3961,Very High,Low,Better
3962,High,Medium,Good
3963,High,Medium,Good
3964,High,Very High,Better
3965,Very High,Low,Better
3966,High,Very High,Best
3967,High,High,Better
3968,Medium,Medium,Better
3969,High,Low,Good
3970,Medium,Low,Good
3971,Medium,Very High,Better
3972,Low,Medium,Better
3973,Very High,Low,Good
3974,Very High,Low,Bad
3975,High,Very High,Better
3976,Low,High,Good
3977,Medium,Medium,Bad
3978,High,High,Best
3979,Low,High,Better
3980,Very High,Medium,Better
3981,Very High,Medium,Best
3982,High,Very High,Better
3983,Medium,High,Better
3984,Medium,Medium,Good
3985,Medium,High,Best
3986,High,Medium,Better
3987,Medium,Low,Better
3988,Very High,Very High,Good
3989,Low,Low,Better
3990,High,Low,Better
3991,Medium,Very High,Good
3992,High,Very High,Better
3993,Low,High,Better
3994,Medium,High,Bad
3995,Very High,Low,Better
3996,Low,Low,Better
3997,NA,High,Best
3998,Very High,Medium,Better
3999,Low,Very High,Better
4000,Very High,Very High,Good
4001,Very High,Very High,Best
4002,Very High,Very High,Best
4003,High,High,Good
4004,Medium,High,Better
4005,Very High,Very High,Good
4006,High,Very High,Better
4007,Very High,High,Better
4008,Very High,High,Better
4009,High,Medium,Good
4010,Low,Low,Better
4011,Medium,High,Better
4012,Very High,Medium,Better
4013,Low,High,Better
4014,Very High,Medium,Better
4015,Very High,Very High,Good
4016,High,Medium,Better
4017,Very High,Low,Good
4018,Very High,Very High,Better
4019,Medium,Very High,Best
4020,Medium,Medium,Better
4021,Medium,Very High,Good
4022,Very High,Medium,Better
4023,Medium,High,Better
4024,Medium,High,Better
4025,High,Very High,Better
4026,Very High,Low,Better
4027,Very High,Low,Better
4028,Very High,Medium,Better
4029,Medium,Very High,Good
4030,Medium,Very High,Good
4031,Low,NA,Better
4032,Medium,High,Good
4033,Low,High,Good
4034,Very High,Very High,Better
4035,Medium,Low,Better
4036,Very High,Low,Better
4037,Low,Very High,Better
4038,High,Medium,Bad
4039,High,Medium,Better
4040,High,Low,Best
4041,High,Very High,Better
4042,Very High,Very High,Good
4043,Low,High,Good
4044,High,Very High,Better
4045,Medium,High,Better
4046,Medium,High,Good
4047,High,Very High,Better
4048,High,Low,Better
4049,Low,High,Better
4050,Medium,Medium,Good
4051,High,Very High,Better
4052,Very High,High,Better
4053,High,Medium,Best
4054,Very High,Low,Better
4055,Low,Low,Better
4056,Very High,Medium,Better
4057,Very High,Very High,Good
4058,Low,High,Better
4059,Medium,Very High,Best
4060,Medium,Very High,Better
4061,Medium,Very High,Better
4062,Low,Medium,Better
4063,Medium,Low,Bad
4064,High,High,Good
4065,High,Low,Best
4066,Low,Medium,Better
4067,Low,Very High,Good
4068,Very High,High,Good
4069,High,Low,Good
4070,Low,Low,Good
4071,High,Very High,Better
4072,Very High,Low,Better
4073,High,Very High,Good
4074,Low,Low,Good
4075,High,Very High,Better
4076,Very High,Very High,Better
4077,Very High,Very High,Better
4078,Low,Very High,Better
4079,Low,Low,Good
4080,Low,High,Good
4081,Very High,High,Better
4082,Low,High,Better
4083,Very High,Medium,Better
4084,High,Medium,Better
4085,Very High,Very High,Better
4086,Medium,Low,Better
4087,Very High,High,Better
4088,High,High,Best
4089,High,Low,Better
4090,Medium,High,Good
4091,Very High,Very High,Best
4092,Very High,High,Best
4093,Medium,Medium,Better
4094,High,Medium,Better
4095,Very High,Medium,Good
4096,Very High,High,Good
4097,Low,High,Better
4098,Medium,High,Good
4099,Very High,Medium,Better
4100,Low,High,Better
4101,Low,High,Better
4102,Very High,Low,Good
4103,Very High,Very High,Better
4104,High,Medium,Bad
4105,Very High,High,Better
4106,Very High,High,Best
4107,Medium,High,Better
4108,Medium,Very High,Better
4109,High,Medium,Better
4110,Low,Very High,Good
4111,Medium,Medium,Better
4112,Low,Very High,Better
4113,Medium,High,Better
4114,High,Very High,Better
4115,High,Very High,Better
4116,Low,High,Good
4117,Low,Very High,NA
4118,Medium,Very High,Better
4119,High,Low,Better
4120,Very High,Very High,Good
4121,Very High,Low,Good
4122,Low,Very High,Better
4123,Very High,Medium,Better
4124,High,High,Good
4125,Low,Very High,Best
4126,Low,High,Good
4127,Very High,High,Bad
4128,Low,Medium,Better
4129,Very High,High,Better
4130,Very High,Very High,Good
4131,High,Medium,Better
4132,Very High,Low,Better
4133,High,Very High,Better
4134,Low,Very High,Better
4135,Medium,High,Better
4136,Medium,Very High,Good
4137,Very High,High,Better
4138,High,High,Better
4139,High,High,Best
4140,High,High,Better
4141,High,Very High,Better
4142,Very High,Medium,Better
4143,Very High,Low,Bad
4144,Very High,Low,Better
4145,Medium,Very High,Good
4146,Medium,Low,Better
4147,Very High,High,Better
4148,High,Very High,Better
4149,Very High,Low,Better
4150,Medium,Medium,Better
4151,Very High,Medium,Good
4152,Medium,High,Best
4153,Medium,Very High,Bad
4154,High,Medium,Better
4155,Very High,High,Better
4156,Very High,High,Better
4157,Low,Medium,Better
4158,Very High,Very High,Good
4159,High,Low,Good
4160,Very High,High,Better
4161,Very High,High,Better
4162,High,High,Good
4163,Low,Medium,Better
4164,Very High,High,Better
4165,Low,High,Good
4166,Medium,Very High,Better
4167,High,High,Better
4168,Medium,Low,Better
4169,Low,Medium,Good
4170,Very High,Very High,Good
4171,Low,Very High,Better
4172,Very High,Very High,Better
4173,Low,High,Good
4174,High,Low,Better
4175,Low,Medium,Better
4176,High,Very High,Better
4177,Medium,Low,Better
4178,High,High,Good
4179,Medium,Low,Better
4180,High,Medium,Better
4181,Low,Very High,Better
4182,Medium,Low,Good
4183,High,Very High,Better
4184,Very High,Very High,Best
4185,Very High,High,Better
4186,Very High,Very High,Best
4187,Medium,Very High,Good
4188,Very High,High,Good
4189,Low,High,Better
4190,Very High,Very High,Better
4191,Medium,Low,Best
4192,High,Low,Better
4193,High,Very High,Better
4194,Very High,Low,Better
4195,Low,High,Good
4196,Very High,High,Better
4197,High,Very High,Better
4198,Medium,High,Better
4199,Medium,High,Better
4200,Medium,Medium,Better
4201,Low,Very High,Better
4202,Very High,Very High,Better
4203,Low,High,Better
4204,High,High,Good
4205,Medium,Low,Good
4206,High,Low,Better
4207,High,Very High,Good
4208,Low,Very High,Better
4209,Medium,Low,Good
4210,High,Low,Better
4211,Very High,Very High,Good
4212,Low,High,Best
4213,Low,Very High,Better
4214,Very High,Very High,Better
4215,Medium,High,Good
4216,Low,Low,Good
4217,High,High,Better
4218,Very High,High,Better
4219,Medium,Medium,Better
4220,Medium,NA,Better
4221,Medium,Low,Good
4222,Very High,High,Good
4223,Low,High,Good
4224,High,Medium,Better
4225,High,Medium,Better
4226,Medium,Medium,Better
4227,Medium,Very High,Better
4228,High,Very High,Better
4229,High,Low,Better
4230,Very High,Low,Best
4231,Low,High,Best
4232,Medium,Medium,Better
4233,Very High,Very High,Good
4234,Medium,High,Better
4235,Low,Very High,Better
4236,Medium,Very High,Better
4237,Low,Medium,Better
4238,Very High,Very High,Good
4239,High,Low,Better
4240,Very High,Very High,Better
4241,High,Very High,Better
4242,High,Very High,Better
4243,High,Medium,Good
4244,High,Very High,Bad
4245,High,Medium,Good
4246,High,Low,Good
4247,Medium,High,Better
4248,Low,High,Bad
4249,Low,High,Good
4250,Medium,High,Best
4251,Very High,High,Good
4252,Medium,Medium,Best
4253,High,Low,Better
4254,Very High,Low,Better
4255,Very High,Very High,Better
4256,Low,High,Better
4257,High,Very High,Best
4258,High,Very High,Better
4259,Low,Medium,Good
4260,High,High,Better
4261,Very High,Very High,Better
4262,Medium,Very High,Better
4263,Low,Low,Good
4264,Low,High,Better
4265,Very High,Very High,Better
4266,Medium,High,Better
4267,High,Medium,Better
4268,High,Very High,Better
4269,High,Low,Better
4270,Medium,Very High,Better
4271,Low,Very High,Better
4272,High,Very High,Best
4273,Low,High,Good
4274,High,Medium,Best
4275,Medium,Medium,Better
4276,Low,High,Better
4277,Medium,High,Good
4278,High,Medium,Good
4279,Very High,Very High,Good
4280,Very High,High,Good
4281,High,Very High,Better
4282,High,Low,Good
4283,Medium,High,Better
4284,High,Very High,Better
4285,Medium,High,Better
4286,High,High,Better
4287,High,High,Better
4288,Medium,Medium,Better
4289,Low,Very High,Better
4290,Very High,High,Best
4291,Low,High,Better
4292,High,Very High,Bad
4293,Low,Low,Best
4294,High,Very High,Good
4295,Very High,High,Better
4296,Low,High,Good
4297,Very High,Very High,Best
4298,Very High,Low,Better
4299,Medium,Very High,Better
4300,Very High,Low,Good
4301,High,Low,Better
4302,Medium,Medium,Better
4303,Medium,Medium,Better
4304,High,Medium,Better
4305,Medium,High,Bad
4306,Medium,Medium,NA
4307,Medium,Very High,Better
4308,Very High,High,Better
4309,Medium,High,Better
4310,Medium,Medium,Good
4311,High,Very High,Good
4312,High,High,Better
4313,High,Very High,Better
4314,Very High,Medium,Bad
4315,High,Very High,Bad
4316,High,Very High,Bad
4317,High,High,Good
4318,High,Medium,Better
4319,Low,High,Better
4320,Medium,Very High,Better
4321,Low,Very High,Best
4322,High,High,Better
4323,High,Medium,Good
4324,High,Low,Best
4325,Very High,Medium,Good
4326,High,Low,Better
4327,High,Low,Best
4328,High,Low,Better
4329,High,Very High,Best
4330,Medium,Very High,Good
4331,Medium,Low,Better
4332,High,Very High,Better
4333,NA,Very High,Better
4334,Very High,Medium,Better
4335,Medium,Medium,Good
4336,High,High,Good
4337,Very High,Low,Better
4338,Very High,Medium,Better
4339,Very High,High,Better
4340,High,Medium,Better
4341,Very High,High,Good
4342,Very High,Medium,Better
4343,High,High,Better
4344,Very High,Medium,Good
4345,Medium,High,Better
4346,Very High,NA,Best
4347,Low,Very High,Better
4348,Medium,Low,Good
4349,Medium,Medium,Better
4350,High,High,Better
4351,Very High,High,Better
4352,Very High,Very High,Bad
4353,High,Low,Better
4354,Very High,Very High,Better
4355,Very High,High,Best
4356,High,Very High,Best
4357,Medium,Low,Better
4358,Medium,Very High,Good
4359,Very High,Medium,Good
4360,Medium,Very High,Better
4361,Very High,Very High,Bad
4362,Very High,Low,Better
4363,Very High,Very High,Good
4364,High,High,Better
4365,Very High,High,Better
4366,Medium,Medium,Bad
4367,Very High,Low,Better
4368,Very High,Very High,Better
4369,High,Low,Good
4370,High,High,Good
4371,Very High,Very High,Better
4372,Very High,Low,Better
4373,Very High,Medium,Best
4374,High,Medium,Better
4375,Medium,Very High,Better
4376,Low,High,Good
4377,High,High,Better
4378,High,Very High,Better
4379,Low,Very High,Better
4380,Medium,Very High,Better
4381,High,High,Best
4382,High,Very High,Good
4383,High,Very High,Good
4384,High,Very High,Better
4385,Medium,High,Good
4386,Very High,Very High,Good
4387,High,Very High,Bad
4388,Very High,Very High,Better
4389,Low,Low,Best
4390,Low,High,Best
4391,High,Medium,Better
4392,Very High,High,Bad
4393,High,High,Better
4394,High,Very High,Better
4395,High,Low,Good
4396,Low,Very High,Better
4397,High,Very High,Better
4398,Medium,High,Better
4399,High,Very High,Good
4400,Very High,Low,Better
4401,High,Low,Good
4402,Low,High,Better
4403,Low,High,Better
4404,High,High,Better
4405,High,Very High,Better
4406,Very High,Low,Better
4407,Very High,Very High,Better
4408,Low,High,Better
4409,Very High,Low,Better
4410,Low,High,NA
